what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1330515687656
error,log,,,"Core exception while retrieving the content description",1330515687671
error,log,,,"Core exception while retrieving the content description",1330515687671
error,log,,,"Core exception while retrieving the content description",1330515687671
error,log,,,"Core exception while retrieving the content description",1330515687671
error,log,,,"Core exception while retrieving the content description",1330515687671
error,log,,,"Core exception while retrieving the content description",1330515687671
error,log,,,"Core exception while retrieving the content description",1330515687671
error,log,,,"Core exception while retrieving the content description",1330515687671
error,log,,,"Core exception while retrieving the content description",1330515687687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330515689543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330515891450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330515893088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330515995328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330515998339
error,log,,,"Core exception while retrieving the content description",1330515998589
error,log,,,"Core exception while retrieving the content description",1330515998589
error,log,,,"Core exception while retrieving the content description",1330515998589
error,log,,,"Core exception while retrieving the content description",1330515998589
error,log,,,"Core exception while retrieving the content description",1330515998589
error,log,,,"Core exception while retrieving the content description",1330515998604
error,log,,,"Core exception while retrieving the content description",1330515998604
error,log,,,"Core exception while retrieving the content description",1330515998604
error,log,,,"Core exception while retrieving the content description",1330515998604
error,log,,,"Core exception while retrieving the content description",1330515998604
error,log,,,"Core exception while retrieving the content description",1330515998604
error,log,,,"Core exception while retrieving the content description",1330515998604
error,log,,,"Core exception while retrieving the content description",1330515998620
error,log,,,"Core exception while retrieving the content description",1330515998620
error,log,,,"Core exception while retrieving the content description",1330515998620
error,log,,,"Core exception while retrieving the content description",1330515998620
error,log,,,"Core exception while retrieving the content description",1330515998620
error,log,,,"Core exception while retrieving the content description",1330515998635
error,log,,,"Core exception while retrieving the content description",1330515998635
error,log,,,"Core exception while retrieving the content description",1330515998635
error,log,,,"Core exception while retrieving the content description",1330515998635
error,log,,,"Core exception while retrieving the content description",1330515998635
error,log,,,"Core exception while retrieving the content description",1330515998651
error,log,,,"Core exception while retrieving the content description",1330515998651
error,log,,,"Core exception while retrieving the content description",1330515998651
error,log,,,"Core exception while retrieving the content description",1330515998651
error,log,,,"Core exception while retrieving the content description",1330515998651
error,log,,,"Core exception while retrieving the content description",1330515998651
error,log,,,"Core exception while retrieving the content description",1330515998651
error,log,,,"Core exception while retrieving the content description",1330515998651
error,log,,,"Core exception while retrieving the content description",1330515999135
error,log,,,"Core exception while retrieving the content description",1330515999135
error,log,,,"Core exception while retrieving the content description",1330515999150
error,log,,,"Core exception while retrieving the content description",1330515999150
error,log,,,"Core exception while retrieving the content description",1330515999213
error,log,,,"Core exception while retrieving the content description",1330515999228
error,log,,,"Core exception while retrieving the content description",1330515999228
error,log,,,"Core exception while retrieving the content description",1330515999228
error,log,,,"Core exception while retrieving the content description",1330515999228
error,log,,,"Core exception while retrieving the content description",1330515999228
error,log,,,"Core exception while retrieving the content description",1330515999244
error,log,,,"Core exception while retrieving the content description",1330515999244
error,log,,,"Core exception while retrieving the content description",1330515999244
error,log,,,"Core exception while retrieving the content description",1330515999244
error,log,,,"Core exception while retrieving the content description",1330515999244
error,log,,,"Core exception while retrieving the content description",1330515999244
error,log,,,"Core exception while retrieving the content description",1330515999259
error,log,,,"Core exception while retrieving the content description",1330515999259
error,log,,,"Core exception while retrieving the content description",1330515999259
error,log,,,"Core exception while retrieving the content description",1330515999259
error,log,,,"Core exception while retrieving the content description",1330515999259
error,log,,,"Core exception while retrieving the content description",1330515999275
error,log,,,"Core exception while retrieving the content description",1330515999275
error,log,,,"Core exception while retrieving the content description",1330515999275
error,log,,,"Core exception while retrieving the content description",1330515999275
error,log,,,"Core exception while retrieving the content description",1330515999275
error,log,,,"Core exception while retrieving the content description",1330515999275
error,log,,,"Core exception while retrieving the content description",1330515999275
error,log,,,"Core exception while retrieving the content description",1330515999291
error,log,,,"Core exception while retrieving the content description",1330515999291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1330516006273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330516016219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1330516016265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330516017732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1330516091568
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1330516094828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1330516103923
error,log,,,"Core exception while retrieving the content description",1330516104547
error,log,,,"Core exception while retrieving the content description",1330516104563
error,log,,,"Core exception while retrieving the content description",1330516104563
error,log,,,"Core exception while retrieving the content description",1330516104563
error,log,,,"Core exception while retrieving the content description",1330516104563
error,log,,,"Core exception while retrieving the content description",1330516104563
error,log,,,"Core exception while retrieving the content description",1330516104578
error,log,,,"Core exception while retrieving the content description",1330516104578
error,log,,,"Core exception while retrieving the content description",1330516104578
error,log,,,"Core exception while retrieving the content description",1330516104578
error,log,,,"Core exception while retrieving the content description",1330516104578
error,log,,,"Core exception while retrieving the content description",1330516104578
error,log,,,"Core exception while retrieving the content description",1330516104578
error,log,,,"Core exception while retrieving the content description",1330516104594
error,log,,,"Core exception while retrieving the content description",1330516104594
error,log,,,"Core exception while retrieving the content description",1330516104594
error,log,,,"Core exception while retrieving the content description",1330516104594
error,log,,,"Core exception while retrieving the content description",1330516104594
error,log,,,"Core exception while retrieving the content description",1330516104594
error,log,,,"Core exception while retrieving the content description",1330516104594
error,log,,,"Core exception while retrieving the content description",1330516104609
error,log,,,"Core exception while retrieving the content description",1330516104609
error,log,,,"Core exception while retrieving the content description",1330516104609
error,log,,,"Core exception while retrieving the content description",1330516104609
error,log,,,"Core exception while retrieving the content description",1330516104609
error,log,,,"Core exception while retrieving the content description",1330516104609
error,log,,,"Core exception while retrieving the content description",1330516104625
error,log,,,"Core exception while retrieving the content description",1330516104625
error,log,,,"Core exception while retrieving the content description",1330516104625
error,log,,,"Core exception while retrieving the content description",1330516104625
error,log,,,"Core exception while retrieving the content description",1330516105015
error,log,,,"Core exception while retrieving the content description",1330516105031
error,log,,,"Core exception while retrieving the content description",1330516105031
error,log,,,"Core exception while retrieving the content description",1330516105031
error,log,,,"Core exception while retrieving the content description",1330516105031
error,log,,,"Core exception while retrieving the content description",1330516105046
error,log,,,"Core exception while retrieving the content description",1330516105046
error,log,,,"Core exception while retrieving the content description",1330516105046
error,log,,,"Core exception while retrieving the content description",1330516105046
error,log,,,"Core exception while retrieving the content description",1330516105046
error,log,,,"Core exception while retrieving the content description",1330516105046
error,log,,,"Core exception while retrieving the content description",1330516105062
error,log,,,"Core exception while retrieving the content description",1330516105062
error,log,,,"Core exception while retrieving the content description",1330516105062
error,log,,,"Core exception while retrieving the content description",1330516105062
error,log,,,"Core exception while retrieving the content description",1330516105062
error,log,,,"Core exception while retrieving the content description",1330516105062
error,log,,,"Core exception while retrieving the content description",1330516105077
error,log,,,"Core exception while retrieving the content description",1330516105077
error,log,,,"Core exception while retrieving the content description",1330516105077
error,log,,,"Core exception while retrieving the content description",1330516105077
error,log,,,"Core exception while retrieving the content description",1330516105077
